expo_cond,group_comp,timepoint,gene,baseMean,padj,log2FoldChange
LPS,LPS vs. Saline,24h,Parp14_60994,4388.9216602353,1.3406495434353399e-49,2.95035869009987
LPS,LPS vs. Saline,24h,Ifit2_29861,423.999777546213,5.69778869973362e-49,4.6905447246683
LPS,LPS vs. Saline,24h,Stat1_63360,1647.28761412965,2.1910822467653498e-48,4.22596797951544
LPS,LPS vs. Saline,24h,Dtx3l_58986,219.652770225183,5.90046927622357e-46,3.0642903394958
LPS,LPS vs. Saline,24h,Mxd1_69048,444.567588076232,1.0516935110085899e-45,3.33888422925741
LPS,LPS vs. Saline,24h,Slfn4_31065,705.160125944693,1.62560029465024e-45,7.77710536109407
LPS,LPS vs. Saline,24h,Myd88_81930,502.398318139163,1.1239050766071597e-43,2.04523507424937
LPS,LPS vs. Saline,24h,Trim30a_56089,918.486525058701,2.72073111384875e-41,3.183344680737
LPS,LPS vs. Saline,24h,Parp9_79423,137.822733664997,1.1926100153221499e-40,2.84662541411626
LPS,LPS vs. Saline,24h,Ccl7_30624,91.6922436180037,1.9046077704133197e-40,8.37458300280685
LPS,LPS vs. Saline,24h,Timp1_30249,463.246910629485,3.4555852647008297e-40,5.5560152098147
LPS,LPS vs. Saline,24h,Lgals3bp_66488,239.08913982746,1.21797980981859e-39,2.92809297737182
LPS,LPS vs. Saline,24h,Eif2ak2_30238,859.971392037309,2.952664115392e-39,1.94870909994862
LPS,LPS vs. Saline,24h,Bst2_79864,141.412661166747,6.89332048654961e-39,3.39031043874504
LPS,LPS vs. Saline,24h,Gbp3_80156,1651.52489618591,4.88834284886284e-38,4.92732980044896
LPS,LPS vs. Saline,24h,Isg15_29722,596.528260912131,5.410688162132711e-38,5.54579137178387
LPS,LPS vs. Saline,24h,Ncf4_69588,199.824681463869,6.41126204292595e-38,2.78186600725605
LPS,LPS vs. Saline,24h,Usp18_67659,195.738163549167,6.41126204292595e-38,3.30873508510507
LPS,LPS vs. Saline,24h,Tnfaip2_64104,101.907017846387,8.26924729182724e-38,4.91309248972149
LPS,LPS vs. Saline,24h,Ly6g_74159,1006.21009942626,1.13563704542641e-37,3.70974032163015
LPS,LPS vs. Saline,24h,Cxcl10_29431,479.380570485338,1.85187226584161e-37,9.26654887944417
LPS,LPS vs. Saline,24h,Stat2_70852,176.581229721574,3.7132367402772595e-36,2.8023663354666
LPS,LPS vs. Saline,24h,Slfn8_74435,61.8096540652984,5.2112010877632293e-36,4.5308835279525
